time,open,high,low,close,tick_volume,spread,real_volume
2026-08-19 17:45:00,4489.38,4489.4,4478.01,4479.1,3351,8,0
2026-08-19 17:50:00,4479.1,4486.84,4478.36,4485.54,3298,8,0
2026-08-19 17:55:00,4485.54,4489.44,4485.24,4488.01,2375,8,0
2026-08-19 18:00:00,4487.97,4488.22,4480.98,4484.85,3123,8,0
2026-08-19 18:05:00,4484.87,4486.97,4481.92,4482.09,1942,8,0
2026-08-19 18:10:00,4482.1,4487.75,4479.56,4485.11,2665,8,0
2026-08-19 18:15:00,4485.33,4487.46,4483.83,4486.28,3434,8,0
2026-08-19 18:20:00,4485.99,4487.93,4480.97,4481.05,3359,8,0
2026-08-19 18:25:00,4480.91,4484.46,4478.09,4483.6,3271,7,0
2026-08-19 18:30:00,4483.44,4486.07,4480.03,4484.7,3036,8,0
2026-08-19 18:35:00,4484.68,4488.33,4484.45,4487.13,2936,8,0
2026-08-19 18:40:00,4487.15,4492.45,4484.75,4490.28,3382,9,0
